book_id;review_id;review_rating;review_sentence
8595081530;RM0NBXMBSU4M3;4;Sabe todos aqueles livros que ensinam você a criar uma agenda para controle de gastos contendo tudo que você gasta durante determinado período de tempo e que você nunca consegue terminar o tal método?
8595081530;RM0NBXMBSU4M3;4;Ou daqueles que você termina a leitura sentindo que sua vida vai mudar, mas quando tenta colocar em pratica percebe que tudo parece inalcançável para você?Esquece!
8595081530;RM0NBXMBSU4M3;4;Você NÃO vai encontrar um setup milagroso, ou algum tipo de mindset do gênero PNL a partir de agora eu domino meu dinheiro.
8595081530;RM0NBXMBSU4M3;4;Basicamente este livro conta verdades sobre o dinheiro.
8595081530;RM0NBXMBSU4M3;4;Mostra os detalhes de uma forma tão direta e bem escrita que você acaba percebendo determinadas engrenagens da roda da fortuna e passa a evitar determinadas situações tóxicas pois entende que realmente acontecem na vida real.
8595081530;RM0NBXMBSU4M3;4;Só não ganha 5 estrelas pois acredito que a arte da capa poderia ser melhor desenhada, pois é um bom livro para sua biblioteca e a capa não condiz com teu contudo.
8595081530;RM0NBXMBSU4M3;4;Ps.:
8595081530;RM0NBXMBSU4M3;4;Gostei da textura do papel e da boa qualidade da gráfica.
8595081530;RM0NBXMBSU4M3;4;Recomendo muito!
8595081530;R3KC0ZLPQX85LT;5;Ensinamentos que eu tive quando li o livro:1.
8595081530;R3KC0ZLPQX85LT;5;Primeiro pague a si mesmo e depois aos outros.
8595081530;R3KC0ZLPQX85LT;5;“Uma parte de todos os seus ganhos pertencem exclusivamente a você.
8595081530;R3KC0ZLPQX85LT;5;”Quando trabalhamos e recebemos o dinheiro, é essencial que peguemos uma parte para guardar.
8595081530;R3KC0ZLPQX85LT;5;No livro se fala que se você ganha 10 moedas, você precisa guardar pelo menos uma.
8595081530;R3KC0ZLPQX85LT;5;As outras 9 moedas você pode gastar.
8595081530;R3KC0ZLPQX85LT;5;Mas quando se diz em gastar, estão falando das coisas que realmente precisamos ter.
8595081530;R3KC0ZLPQX85LT;5;Gastar com necessidades, e não com desejos.
8595081530;R3KC0ZLPQX85LT;5;Precisamos gastar menos do que ganhamos.2.
8595081530;R3KC0ZLPQX85LT;5;Controle os seus gastos.
8595081530;R3KC0ZLPQX85LT;5;Muitas pessoas acham que o salário que ganham não é o suficiente para pagar as contas do mês, quem dirá conseguir guardar um dinheiro.
8595081530;R3KC0ZLPQX85LT;5;Por isso, precisamos saber exatamente no que gastamos.
8595081530;R3KC0ZLPQX85LT;5;É necessário examinar cuidadosamente seu habitual modo de viver, para isso, é fundamental anotar as suas despesas, fazer um orçamento para saber o que é essencial é o que pode ser cortado.3.
8595081530;R3KC0ZLPQX85LT;5;Multiplique o seu dinheiro.
8595081530;R3KC0ZLPQX85LT;5;Depois que você conseguir guardar o seu dinheiro, chegou a hora de multiplicado-lo e fazer com que ele trabalhe para você.
8595081530;R3KC0ZLPQX85LT;5;É importante investir o seu dinheiro, não deixá-lo parado, para assim acumular a riqueza mais facilmente.
8595081530;R3KC0ZLPQX85LT;5;Pegue suas economias para que elas possam lhe gerar frutos, e então reinvista os frutos.
8595081530;R3KC0ZLPQX85LT;5;Não adianta só poupar, devemos investir.4.
8595081530;R3KC0ZLPQX85LT;5;Assegure uma renda para o futuro.
8595081530;R3KC0ZLPQX85LT;5; É essencial que tenhamos um dinheiro guardado para aproveitar a aposentadoria.
8595081530;R3KC0ZLPQX85LT;5;Devemos guardar uma parte do que ganhamos para tal fato, ter uma reserva de emergência e colocarmos metas para cumpri-la.5.
8595081530;R3KC0ZLPQX85LT;5;Não seja um procrastinador.
8595081530;R3KC0ZLPQX85LT;5;Devemos focar em nossos objetivos.
8595081530;R3KC0ZLPQX85LT;5;Muitas pessoas querem ganhar dinheiro, porém, ficam inertes.
8595081530;R3KC0ZLPQX85LT;5;Para se alcançar a riqueza, é necessário correr atrás dela, ter o poder da ação.
8595081530;R3KC0ZLPQX85LT;5;Pessoas procrastinadoras deixam tudo para a última hora, acham que ainda são novas para guardar dinheiro e querem aproveitar a vida, mas quando o tempo passa percebem que cometeram um erro, o erro de não se movimentar.
8595081530;R3KC0ZLPQX85LT;5;“Os homens de ação são favorecidos pela deusa da boa sorte”.6.Saiba aonde investir  
8595081530;R3KC0ZLPQX85LT;5;“Proteja seu tesouro contra a perda”
8595081530;R3KC0ZLPQX85LT;5;É necessário saber aonde investir os seus frutos, devemos diversificar os investimentos, e não colocar o dinheiro em um só lugar.
8595081530;R3KC0ZLPQX85LT;5;Em uma passagem do livro, se fala que não devemos investir naquilo que não conhecemos e que não devemos confiar cegamente em nossos próprios conhecimentos.
8595081530;R3KC0ZLPQX85LT;5;Devemos seguir a opinião daqueles que lidam habitualmente com o dinheiro, pessoas em quem confiamos.
8595081530;R3KC0ZLPQX85LT;5;Temos que ter segurança, pois é isso que buscamos.7.Alcance uma maneira de ganhar mais dinheiro  Devemos sempre nos aprimorar em nossa profissão, procurar cursos e buscar a excelência para assim podermos ganhar mais dinheiro.
8595081530;R3KC0ZLPQX85LT;5;Estude, pesquise, pense em coisas novas para alcançar o seu objetivo.
8595081530;R3KC0ZLPQX85LT;5;Sempre devemos buscar melhores resultados.8.
8595081530;R3KC0ZLPQX85LT;5;Ninguém é dono de todo conhecimento .
8595081530;R3KC0ZLPQX85LT;5; 
8595081530;R3KC0ZLPQX85LT;5;Devemos sempre nos aperfeiçoar e aprender com pessoas que sabem e possuem mais conhecimento, é importante estar ao lado de pessoas que tem algo a nos ensinar e acrescentar em nossas vidas.
8595081530;R2UADYH9X17S5V;4;Sucinto livro de parábolas, O homem mais rico da Babilônia é um livro rápido de ler e que traz ensinamentos interessantes e relevantes para a boa administração do orçamento pessoal, com muito mérito ainda hoje, considerando que foi publicado originalmente na década de 1920.
8595081530;R2UADYH9X17S5V;4;Embora tenha alguns conceitos hoje contestados, como na passagem onde ensina que o homem deve ter a sua própria casa, é uma leitura que tem a acrescentar e enriquecer nosso pensamento e comportamento.
8595081530;RGJ6BAA0J8P77;5;De forma clara traz ensinamentos sobre educação financeira e mudança de mentalidade quanto ao dinheiro, cortar despesas, poupar, além de apresentar a necessidade de conhecer e investir.
8595081530;RGJ6BAA0J8P77;5;Leitura fácil mas com conteúdo profundo para refletir sobre o estado atual e o almejado.
8595081530;RZ65FZEPU1Y8V;1;O livro
8595081530;RZ65FZEPU1Y8V;1;O homem mais rico da Babilônia está faltando páginas, sendo que tem inclusive algumas páginas impressas faltando parte das palavras.
8595081530;RZ65FZEPU1Y8V;1;Necessito da troca do produto.
